NO,시장명,소재지도로명주소,위도,경도,시/도,시/군/구
1,황금시장,대구광역시 수성구 청솔로 19,35.8484298,128.6199743,대구광역시 ,수성구
2,태백시장,대구광역시 수성구 들안로 281 일원,35.8551053,128.6167525,대구광역시 ,수성구
3,청구시장,대구광역시 수성구 만촌로 66,35.8650076,128.6443364,대구광역시 ,수성구
4,지산목련시장,대구광역시 수성구 용학로42길 9,35.8208811,128.6318969,대구광역시 ,수성구
5,신매시장,대구광역시 수성구 신매로 104,35.8386805,128.7093949,대구광역시 ,수성구
6,수성현대시장,대구광역시 수성구 신천동로 280,35.8495114,128.6094124,대구광역시 ,수성구
7,수성시장,대구광역시 수성구 들안로 283일원,35.8553513,128.6167754,대구광역시 ,수성구
8,동성시장,대구광역시 수성구 들안로 287,35.8557843,128.6170511,대구광역시 ,수성구
9,황지자유시장,강원도 태백시 시장안 1길 18-1,37.1734258,128.9909308,강원도 ,태백시
10,장성중앙시장,강원도 태백시 장성 1길 190,37.1005738,129.0076814,강원도 ,태백시
11,오산오색시장,경기도 오산시 오산로 272번길 22,37.15093202,127.070852,경기도 ,오산시
12,덕하시장,울산광역시 울주군 청량읍 상남리 578,35.49144017,129.3059962,울산광역시 ,울주군
13,남창옹기종기시장,울산광역시 울주군 온양읍 남창장터길 24,35.41669017,129.2827773,울산광역시 ,울주군
14,인헌시장,서울특별시 관악구 인헌6길 16,37.47409903,126.966008,서울특별시 ,관악구
15,조원동 펭귄시장,서울특별시 관악구 남부순환로143나길 7,37.48286066,126.9110233,서울특별시 ,관악구
16,관악신사시장,서울특별시 관악구 난곡로74길 58,37.48630323,126.9169667,서울특별시 ,관악구
17,신원시장,서울특별시 관악구 신원로3길 20-3,37.48206454,126.9273776,서울특별시 ,관악구
18,관악종합시장,서울특별시 관악구 신원로 23,37.48157841,126.928061,서울특별시 ,관악구
19,우림시장,서울특별시 관악구 난곡로26길 4,37.47029649,126.9204436,서울특별시 ,관악구
20,신신림시장,서울특별시 관악구 원신2길 34,37.47066059,126.9321456,서울특별시 ,관악구
21,신림종합시장,서울특별시 관악구 남부순환로157길 63,37.48464547,126.9170951,서울특별시 ,관악구
22,원당종합시장,서울특별시 관악구 남부순환로248길 35,37.47441615,126.9659083,서울특별시 ,관악구
23,봉천중앙시장,서울특별시 관악구 관악로 211,37.4841972,126.9543259,서울특별시 ,관악구
24,봉천제일종합시장,서울특별시 관악구 청룡2길 29,37.48124846,126.9444145,서울특별시 ,관악구
25,봉천현대시장,서울특별시 관악구 양녕로 49,37.4862123,126.9467672,서울특별시 ,관악구
26,봉일시장,서울특별시 관악구 은천로 28,37.4859235,126.9383822,서울특별시 ,관악구
27,박달재,충청북도 제천시 백운면 평동로2길 13,37.13839195,128.0231197,충청북도 ,제천시
28,덕산,충청북도 제천시 덕산면 약초로3안길5-1,36.90858287,128.1670935,충청북도 ,제천시
29,역전,충청북도 제천시 내토로28길 12,37.12898386,128.2064473,충청북도 ,제천시
30,약초,충청북도 제천시 원화산로 121,37.12789068,128.2195911,충청북도 ,제천시
31,동문,충청북도 제천시 용두천로 125,37.13851272,128.2135268,충청북도 ,제천시
32,내토,충청북도 제천시 용두천로11길 5,37.13735285,128.2124098,충청북도 ,제천시
33,중앙,충청북도 제천시 풍양로 108,37.13662897,128.2112999,충청북도 ,제천시
34,신창상가,부산광역시 중구 중구로 34번길 21,35.10117505,129.0301116,부산광역시 ,중구
35,부산자갈밭시장,부산광역시 중구 자갈치해안로 62,35.096863,129.0318618,부산광역시 ,중구
36,아리랑거리,부산광역시 중구 광복로 35번길 13,35.10059961,129.028742,부산광역시 ,중구
37,부평깡통시장,부산광역시 중구 중구로 39번길 32,35.1014853,129.02622,부산광역시 ,중구
38,만물의거리,부산광역시 중구 국제시장 2길 16-1,35.10069601,129.0285821,부산광역시 ,중구
39,새영주시장,부산광역시 중구 초량중로 6번길 5,35.11269824,129.036403,부산광역시 ,중구
40,건어물시장,부산광역시 중구 용미길 10번길 1,35.0968274,129.0348829,부산광역시 ,중구
41,강남시장,서울특별시 동작구 상도로 357 아파트,37.4968806,126.9535395,서울특별시 ,동작구
42,사당시장,서울특별시 동작구 사당로 244 사당시장,37.48297,126.9749,서울특별시 ,동작구
43,영도시장,서울특별시 동작구 장승배기로10길 26,37.5040325,126.9404275,서울특별시 ,동작구
44,송북시장,경기도 평택시 탄현로346번길 24,37.08210536,127.057097,경기도 ,평택시
45,안중시장,경기도 평택시 안중읍 안현로서3길 29,36.98753476,126.928291,경기도 ,평택시
46,서정시장,경기도 평택시 서정역로 47번길 20,37.05725479,127.054925,경기도 ,평택시
47,중앙시장,경기도 평택시 중앙시장로 18-4,37.079828,127.052358,경기도 ,평택시
48,통복시장,경기도 평택시 통복시장로 25번길 10,36.99781993,127.085074,경기도 ,평택시
49,영광터미널시장,전라남도 영광군 영광읍 신남로3길 5-3,35.269479,126.517362,전라남도 ,영광군
50,굴비골영광시장,전라남도 영광군 영광읍 중앙로3길 5-22,35.275128,126.512324,전라남도 ,영광군
51,안면도수산시장,충청남도 태안군 안면읍 장터로 104,36.51635582,126.346007,충청남도 ,태안군
52,서부시장,충청남도 태안군 태안읍 시장2길 32-7,36.752927,126.2968099,충청남도 ,태안군
53,특산물전통시장,충청남도 태안군 태안읍 시장4길 18,36.751301,126.2984694,충청남도 ,태안군
54,사기막골도자기시장,경기도 이천시 경충대로 2993번길 37,37.2943056,127.4122722,경기도 ,이천시
55,관고전통시장,경기도 이천시 중리천로31번길 22,37.2808331,127.4403481,경기도 ,이천시
56,장호원전통시장,경기도 이천시 장호원읍 서동대로8965번길 36,37.1146803,127.6310291,경기도 ,이천시
57,풍납시장,서울특별시 송파구 바람드리길 50,37.5371358,127.1211267,서울특별시 ,송파구
58,석촌시장,서울특별시 송파구 송파대로37길 40,37.5005161,127.1077877,서울특별시 ,송파구
59,새마을시장,서울특별시 송파구 석촌호수로12길 14,37.5091351,127.08491,서울특별시 ,송파구
60,방이시장,서울특별시 송파구 백제고분로48길 41,37.5103117,127.1175355,서울특별시 ,송파구
61,마천중앙시장,서울특별시 송파구 마천로51가길 23,37.4983797,127.1513213,서울특별시 ,송파구
62,마천시장,서울특별시 송파구 마천로45길 23,37.49807914,127.1506948,서울특별시 ,송파구
63,덕신2차시장,울산광역시 울주군 온산읍 신온7길 69,35.42934943,129.3100244,울산광역시 ,울주군
64,덕신1차시장,울산광역시 울주군 온산읍 온덕1길 25,35.43524242,129.309349,울산광역시 ,울주군
65,언양종합상가시장,울산광역시 울주군 언양읍 장터1길 22,35.56349664,129.1259559,울산광역시 ,울주군
66,언양공설시장,울산광역시 울주군 언양읍 남천로 20,35.56301736,129.1253819,울산광역시 ,울주군
67,언양시장,울산광역시 울주군 언양읍 장터1길 19,35.56394169,129.1256947,울산광역시 ,울주군
68,봉계시장,울산광역시 울주군 두동면 계명3길 9,35.7133828,129.1991746,울산광역시 ,울주군
69,곡천시장,울산광역시 울주군 웅촌면 곡천동문길 20-22,35.4656193,129.2097081,울산광역시 ,울주군
70,진도상설시장,전라남도 진도군 진도읍 남동1길 25,34.4815926,126.2609754,전라남도 ,진도군
71,진상 5일시장,전라남도 광양시 진상면 학연로 1-4,35.0183658,127.7195637,전라남도 ,광양시
72,옥곡 5일시장,전라남도 광양시 옥곡면 큰골 1길 2-26,34.98850456,127.7002409,전라남도 ,광양시
73,광양 5일시장,전라남도 광양시 광양읍 백운로 3,34.97116168,127.5904551,전라남도 ,광양시
74,광영상설시장,전라남도 광양시 광영시장길 19(광영동),34.961413,127.7206559,전라남도 ,광양시
75,중마시장,전라남도 광양시 중동 1732-3,34.93790554,127.6991427,전라남도 ,광양시
76,광양상설시장,전라남도 광양시 광양읍 매일시장길 20,34.97639767,127.585089,전라남도 ,광양시
77,독산동맛나는거리상점가,서울특별시 금천구 시흥대로122길 7,37.469519,126.898694,서울특별시 ,금천구
78,은행나무시장,서울특별시 금천구 금하로 25길 9,37.451292,126.909334,서울특별시 ,금천구
79,독산동우시장,서울특별시 금천구 범안로 1209,37.4667856,126.896285,서울특별시 ,금천구
80,대명여울빛거리시장,서울특별시 금천구 시흥대로52길 70,37.4542843,126.901877,서울특별시 ,금천구
81,현대시장,서울특별시 금천구 독산로27길 52,37.457692,126.904785,서울특별시 ,금천구
82,남문시장,서울특별시 금천구 시흥대로 144길 17,37.473742,126.900413,서울특별시 ,금천구
83,도계중앙시장,강원도 삼척시 도계읍 도계로4길 20,37.2351435,129.0451082,강원도 ,삼척시
84,도계전두시장,강원도 삼척시 도계읍 전두시장길 20,37.2286622,129.0424191,강원도 ,삼척시
85,삼척번개시장,강원도 삼척시 중앙로 10-1,37.43077597,129.1785545,강원도 ,삼척시
86,삼척중앙시장,강원도 삼척시 진주로 12-21,37.44210168,129.16466,강원도 ,삼척시
87,본동인정시장,서울특별시 동작구 매봉로 177,37.5121819,126.9518871,서울특별시 ,동작구
88,성대시장,서울특별시 동작구 상도로 102 성대시장,37.4999142,126.9317661,서울특별시 ,동작구
89,목동깨비시장,서울특별시 양천구 목동중앙북로6길 5 (목동),37.548126,126.8651804,서울특별시 ,양천구
90,목2동시장,서울특별시 양천구 목동중앙북로16길 3 (목동),37.545917,126.873898,서울특별시 ,양천구
91,정선아리랑시장,강원도 정선군 정선읍 봉양7길 39,37.380627,128.665133,강원도 ,정선군
92,임계사통팔달시장,강원도 정선군 임계면 송계3길 21,37.47372961,128.8578064,강원도 ,정선군
93,고한 구공탄시장,강원도 정선군 고한읍 고한4길 46,37.20123827,128.8544153,강원도 ,정선군
94,정선 사북시장,강원도 정선군 사북읍 사북2길 6-1,37.22736087,128.816216,강원도 ,정선군
95,반딧불이연무시장,경기도 수원시 장안구 월드컵로428번길 10 (연무동),37.293961,127.025976,경기도 ,수원시
96,매산시장,경기도 수원시 팔달구 권선로477 (매산로2가),37.264572,127.003355,경기도 ,수원시
97,수원가구거리상점가,경기도 수원시 권선구 권선로 690(권선동),37.258943,127.026559,경기도 ,수원시
98,정자시장,경기도 수원시 장안구 수성로261번길 16(정자동),37.29069,127.00088,경기도 ,수원시
99,장안문거북시장,경기도 수원시 장안구 수성로370번길 52(영화동),37.291595,127.013859,경기도 ,수원시
100,조원시장,경기도 수원시 장안구 송정로187번길 35-1,37.300367,127.01538,경기도 ,수원시
101,매산로테마거리상점가,경기도 수원시 팔달구 향교로 29,37.267964,127.003568,경기도 ,수원시
102,역전지하도상가,경기도 수원시 팔달구 덕영대로 지하 907-65(매산로1가),37.26759959,127.001091,경기도 ,수원시
103,미나리광시장,경기도 수원시 팔달구 수원천로264번길 13(지동),37.277102,127.020174,경기도 ,수원시
104,구매탄시장,경기도 수원시 영통구 권광로260번길 36,37.271033,127.039585,경기도 ,수원시
105,구천동공구시장,경기도 수원시 팔달구 수원천로 207(구천동),37.272457,127.017876,경기도 ,수원시
106,남문패션1번가시장,경기도 수원시 팔달구 정조로758번길 24(영동),37.275625,127.018108,경기도 ,수원시
107,남문로데오시장,경기도 수원시 팔달구 행궁로 88(교동),37.274637,127.015524,경기도 ,수원시
108,시민상가시장,경기도 수원시 팔달구 팔달문로4번길 19(영동),37.276667,127.017987,경기도 ,수원시
109,못골종합시장,경기도 수원시 팔달구 수원천로258번길 10-12(지동),37.276028,127.020774,경기도 ,수원시
110,북수원시장,경기도 수원시 장안구 파장로82번길 10(파장동),37.306935,126.992348,경기도 ,수원시
111,화서시장,경기도 수원시 팔달구 동말로 72 (화서동),37.278578,127.002075,경기도 ,수원시
112,권선종합시장,경기도 수원시 권선구 세권로 185(권선동),37.25609975,127.024578,경기도 ,수원시
113,팔달문시장,경기도 수원시 팔달구 정조로776번길 8,37.277124,127.017554,경기도 ,수원시
114,역전시장,경기도 수원시 팔달구 매산로 2-10(매산로1가),37.266302,127.00234,경기도 ,수원시
115,영동시장,경기도 수원시 팔달구 수원천로255번길 6(영동),37.276814,127.018621,경기도 ,수원시
116,지동시장,경기도 수원시 팔달구 팔달문로 19(지동),37.277865,127.019629,경기도 ,수원시
117,구리전통시장,경기도 구리시 검배로6번길 31,37.599546,127.139929,경기도 ,구리시
118,(유)중앙시장,경상북도 문경시 중앙로 87,36.594478,128.197188,경상북도 ,문경시
119,중앙시장,경상북도 문경시 중앙시장1길 12 일원,36.5945028,128.1981941,경상북도 ,문경시
120,인월시장,전라북도 남원시 인월면 인월로 63,35.4611111,127.6021153,전라북도 ,남원시
121,운봉시장,전라북도 남원시 운봉읍 운성로 20,35.436276,127.5288066,전라북도 ,남원시
122,용남시장,전라북도 남원시 동헌길 10,35.40771266,127.3771173,전라북도 ,남원시
123,공설시장,전라북도 남원시 의총로 51,35.404699,127.3758699,전라북도 ,남원시
124,해미시장,충청남도 서산시 해미면 읍성마을4길 17-2 일원,36.7108499,126.5455052,충청남도 ,서산시
125,해미종합시장,충청남도 서산시 해미면 남문1로 47 일원,36.7112085,126.546537,충청남도 ,서산시
126,동부전통시장,충청남도 서산시 시장5로 15(동문동) 일원,36.78182621,126.4564454,충청남도 ,서산시
127,대산종합시장,충청남도 서산시 대산읍 충의로 1942,36.9379663,126.4339403,충청남도 ,서산시
128,감곡시장,충청북도 음성군 감곡면 장감로132번길 22,37.1181941,127.6391487,충청북도 ,음성군
129,삼성시장,충청북도 음성군 삼성면 대성로 615,37.0184709,127.4982255,충청북도 ,음성군
130,대소시장,충청북도 음성군 대소면 오태로 104,36.9672442,127.4864689,충청북도 ,음성군
131,무극시장,충청북도 음성군 금왕읍 무극로308번길 12-2,36.9926731,127.5959706,충청북도 ,음성군
132,음성시장,충청북도 음성군 음성읍 시장로117번길 6,36.9377071,127.6907283,충청북도 ,음성군
133,경창시장,서울특별시 양천구 오목로9길 31 (신월동),37.524891,126.842112,서울특별시 ,양천구
134,신영시장,서울특별시 양천구 월정로 161-5 (신월동),37.532977,126.836009,서울특별시 ,양천구
135,월정로시장,서울특별시 양천구 월정로29길 3 (신월동),37.533433,126.8356802,서울특별시 ,양천구
136,목사랑시장,서울특별시 양천구 목동중앙남로7길 8 (목동),37.5375879,126.866191,서울특별시 ,양천구
137,농산물종합시장,충청북도 충주시 목행산단7로 24,37.003996,127.923085,충청북도 ,충주시
138,성서상가,충청북도 충주시 성서5길 2-1,36.972064,127.930838,충청북도 ,충주시
139,관아골,충청북도 충주시 관아1길 7,36.970386,127.934259,충청북도 ,충주시
140,연수상가,충청북도 충주시 번영대로 121,36.987461,127.931278,충청북도 ,충주시
141,옹달샘시장,충청북도 충주시 지곡10길 38-1,36.964519,127.932835,충청북도 ,충주시
142,무학시장,충청북도 충주시 무학1길 15,36.974737,127.926824,충청북도 ,충주시
143,자유시장,충청북도 충주시 충인6길 16,36.973932,127.930673,충청북도 ,충주시
144,중앙어울림시장,충청북도 충주시 예성로 168,36.971894,127.933612,충청북도 ,충주시
145,오창시장,충청북도 청주시 청원구 오창읍 오창시내5길 1,36.741963,127.455756,충청북도 ,청주시
146,내수시장,충청북도 청주시 청원구 내수읍 내수로 726,36.726278,127.536014,충청북도 ,청주시
147,내덕자연시장,충청북도 청주시 청원구 공항로58번길 14(내덕동),36.662415,127.488643,충청북도 ,청주시
148,북부시장,충청북도 청주시 청원구 향군로31번길 19(우암동),36.647976,127.486222,충청북도 ,청주시
149,복대시장,충청북도 청주시 흥덕구 사직대로11번길 8(복대동),36.634678,127.448693,충청북도 ,청주시
150,직지시장,충청북도 청주시 흥덕구 직지대로639번길 88(봉명동),36.646582,127.466324,충청북도 ,청주시
151,복대가경시장,충청북도 청주시 흥덕구 신율로139번길 59-1(복대동),36.629852,127.443707,충청북도 ,청주시
152,가경터미널시장,충청북도 청주시 흥덕구 풍산로47번길 10(가경동),36.627722,127.435448,충청북도 ,청주시
153,원마루시장,충청북도 청주시 서원구 원마루로8번길 21(분평동),36.609033,127.496417,충청북도 ,청주시
154,육거리종합시장,충청북도 청주시 상당구 청남로2197번길 42(석교동),36.62793914,127.4881859,충청북도 ,청주시
155,두꺼비시장,충청북도 청주시 서원구 수곡로68번길 8-8(수곡동),36.617573,127.472661,충청북도 ,청주시
156,사직시장,충청북도 청주시 서원구 사직대로265번길 7(사직동),36.636166,127.476873,충청북도 ,청주시
157,사창시장,충청북도 청주시 서원구 창신로32번길 9-1(사창동),36.633941,127.465013,충청북도 ,청주시
158,중앙시장,충청북도 청주시 상당구 중앙로 26(북문로2가동),36.639391,127.489141,충청북도 ,청주시
159,서문시장,충청북도 청주시 상당구 남사로89번길 47(서문동),36.634472,127.485405,충청북도 ,청주시
160,매포전통시장,충청북도 단양군 매포읍 평동24길 3-4,37.0345234,128.2994292,충청북도 ,단양군
161,단양구경시장,충청북도 단양군 단양읍 도전5길 31,36.982472,128.3699822,충청북도 ,단양군
162,가은아자개시장,경상북도 문경시 가은읍 가은5길 7 일원,36.646798,128.060868,경상북도 ,문경시
163,문경전통시장,경상북도 문경시 문경읍 문희로 41-9일원,36.736374,128.107281,경상북도 ,문경시
164,점촌전통시장,경상북도 문경시 신흥시장길 19 일원,36.602161,128.204312,경상북도 ,문경시
165,대소시장,충청북도 음성군 대소면 오태로 104,36.9672442,127.4864689,충청북도 ,음성군
166,무극시장,충청북도 음성군 금왕읍 무극로308번길 12-2,36.992673,127.5960055,충청북도 ,음성군
167,음성시장,충청북도 음성군 음성읍 시장로117번길 6,36.93769995,127.6907283,충청북도 ,음성군
168,연풍시장,충청북도 괴산군 연풍면 향교로홍문길 5,36.764713,127.9951072,충청북도 ,괴산군
169,목도시장,충청북도 괴산군 불정면 목도로4길 11,36.8720457,127.853071,충청북도 ,괴산군
170,청천시장,충청북도 괴산군 청천면 청천2길 10,36.659113,127.737837,충청북도 ,괴산군
171,괴산시장,충청북도 괴산군 괴산읍 읍내로15길 8-8,36.81121776,127.7950237,충청북도 ,괴산군
172,운수대통 생거진천전통시장,충청북도 진천군 진천읍 원덕로 390,36.86070865,127.4513242,충청북도 ,진천군
173,진천중앙시장,충청북도 진천군 진천읍 중앙서로 29-1,36.857074,127.4423184,충청북도 ,진천군
174,증평장뜰시장,충청북도 증평군 증평읍 장뜰로 58-1,36.783361,127.582929,충청북도 ,증평군
175,영동중앙시장,충청북도 영동군 영동읍 중앙로 21,36.17466833,127.775681,충청북도 ,영동군
176,영동전통시장,충청북도 영동군 영동읍 영산로1길 13-1,36.17490697,127.7761417,충청북도 ,영동군
177,옥천공설시장,충청북도 옥천군 옥천읍 삼금로 5길 5-14,36.30240082,127.5677885,충청북도 ,옥천군
178,관기시장,충청북도 보은군 마로면 관기4길 1,36.435022,127.8200365,충청북도 ,보은군
179,원남시장,충청북도 보은군 삼승면 원남로 3길 9-1,36.39642633,127.7330338,충청북도 ,보은군
180,회인시장,충청북도 보은군 회인면 회인로 34,36.49052084,127.5978583,충청북도 ,보은군
181,보은종합시장,충청북도 보은군 보은읍 삼산로 3길 12,36.48302708,127.719302,충청북도 ,보은군
182,보은전통시장,충청북도 보은군 보은읍 삼산로 17-6,36.48395977,127.7200469,충청북도 ,보은군
183,박달재,충청북도 제천시 백운면 평동로2길 13,37.13839195,128.0231197,충청북도 ,제천시
184,덕산,충청북도 제천시 덕산면 약초로3안길5-1,36.908587,128.167093,충청북도 ,제천시
185,역전,충청북도 제천시 내토로28길 12,37.128988,128.206447,충청북도 ,제천시
186,약초,충청북도 제천시 원화산로 121,37.127888,128.219592,충청북도 ,제천시
187,동문,충청북도 제천시 용두천로 125,37.138518,128.213528,충청북도 ,제천시
188,내토,충청북도 제천시 용두천로11길 5,37.137361,128.2124098,충청북도 ,제천시
189,중앙,충청북도 제천시 풍양로 108,37.136635,128.211297,충청북도 ,제천시
190,성서 문화의거리상점가,충청북도 충주시 성서8길 16,36.970703,127.932747,충청북도 ,충주시
191,연원시장,충청북도 충주시 금곡로 31,36.989277,127.934887,충청북도 ,충주시
192,엄정내창시장,충청북도 충주시 엄정면 내창로 191-1,37.08639646,127.915882,충청북도 ,충주시
193,목행시장,충청북도 충주시 행정9길 35,37.013952,127.917326,충청북도 ,충주시
194,학장반도보라상가,부산광역시 사상구 대동로94(학장동),35.13793478,128.9783132,부산광역시 ,사상구
195,주례현대무지개상가,부산광역시 사상구 주례로93(주례3동),35.14496518,129.004986,부산광역시 ,사상구
196,부산산업용품상협동조합,부산광역시 사상구 괘감로37(괘법동),35.15975548,128.9804349,부산광역시 ,사상구
197,㈜르네시떼,부산광역시 사상구 광장로7(괘법동),35.16433466,128.9777146,부산광역시 ,사상구
198,부산새벽시장,부산광역시 사상구 새벽로141(감전동),35.15414272,128.9824319,부산광역시 ,사상구
199,복이 있는 덕포시장,부산광역시 사상구 사상로293번길 12일원(덕포1동),35.17128238,128.9822554,부산광역시 ,사상구
200,모라전통시장,부산광역시 사상구 모라로46번길일원(모라1동),35.18852912,128.9856601,부산광역시 ,사상구
201,강화중앙시장,인천광역시 강화군 강화읍 강화대로 429,37.7468565,126.4838622,인천광역시 ,강화군
202,강화버스터미널시장,인천광역시 강화군 강화읍 중앙로 43,37.7397782,126.4904053,인천광역시 ,강화군
203,강화풍물시장,인천광역시 강화군 강화읍 중앙로 17-9,37.74142136,126.4928674,인천광역시 ,강화군
204,복흥시장,전라북도 순창군 복흥면 정산2길 2,35.43142504,126.9329078,전라북도 ,순창군
205,동계시장,전라북도 순창군 동계면 동계로 22,35.43946159,127.239853,전라북도 ,순창군
206,순창시장,전라북도 순창군 순창읍 남계로 58,35.371816,127.145055,전라북도 ,순창군
207,부강상가시장,충청북도 단양군 단양읍 별곡7길 4,36.9851057,128.370145,충청북도 ,단양군
208,상진시장,충청북도 단양군 단양읍 상진13길 13,36.97737149,128.3572765,충청북도 ,단양군
209,영춘전통시장,충청북도 단양군 영춘면 온달평강로 59-8,37.07878115,128.4833255,충청북도 ,단양군
210,매포전통시장,충청북도 단양군 매포읍 평동24길 3-4,37.0345234,128.2994292,충청북도 ,단양군
211,단양구경시장,충청북도 단양군 단양읍 도전5길 31,36.982472,128.3699822,충청북도 ,단양군
212,감곡시장,충청북도 음성군 감곡면 장감로132번길 22,37.11823011,127.6391487,충청북도 ,음성군
213,삼성시장,충청북도 음성군 삼성면 대성로 615,37.0185278,127.4982255,충청북도 ,음성군
214,메트로프라자,대구광역시 중구 달구벌대로 지하2160,35.86446924,128.5980972,대구광역시 ,중구
215,방천시장,대구광역시 중구 달구벌대로446길 7-3,35.86199578,128.606146,대구광역시 ,중구
216,서문시장건해산물 상가,대구광역시 중구 큰장로26안길 5,35.86814844,128.579495,대구광역시 ,중구
217,명품프라자상가,대구광역시 중구 큰장로28길 27,35.86991712,128.5809253,대구광역시 ,중구
218,대구 약령시장,대구광역시 중구 달구벌대로415길 49,35.86853023,128.5899179,대구광역시 ,중구
219,신암시장,대구광역시 동구 아양로8길 11,35.88103194,128.6193755,대구광역시 ,동구
220,청량리농수산물시장,서울특별시 동대문구 경동시장로 22,37.5808784,127.0408961,서울특별시 ,동대문구
221,청량리수산시장,서울특별시 동대문구 고산자로 34길 48-1,37.5780853,127.0411548,서울특별시 ,동대문구
222,청량종합도매시장,서울특별시 동대문구 약령시로 92-2,37.58284794,127.0403135,서울특별시 ,동대문구
223,회기시장,서울특별시 동대문구 회기로25길 11,37.5909887,127.0549876,서울특별시 ,동대문구
224,답십리시장,서울특별시 동대문구 답십리로51길 4-1,37.5731233,127.0586783,서울특별시 ,동대문구
225,답십리현대시장,서울특별시 동대문구 전농로4길 39,37.5669586,127.0589347,서울특별시 ,동대문구
226,청량리전통시장,서울특별시 동대문구 경동시장로2길 49-3,37.58061952,127.043681,서울특별시 ,동대문구
227,경동광성상가,서울특별시 동대문구 고산자로 464,37.580893,127.0387754,서울특별시 ,동대문구
228,서울약령시장,서울특별시 동대문구 약령중앙로26 한방진흥센터,37.5814864,127.0377329,서울특별시 ,동대문구
229,청량리종합시장,서울특별시 동대문구 홍릉로1길 68-3,37.5801192,127.041053,서울특별시 ,동대문구
230,청량리청과물시장,서울특별시 동대문구 왕산로33길 6,37.5797119,127.0424665,서울특별시 ,동대문구
231,전곡시장,서울특별시 동대문구 한천로 190,37.5777773,127.0684557,서울특별시 ,동대문구
232,전농로터리시장,서울특별시 동대문구 전농로15길 7,37.57814507,127.0570295,서울특별시 ,동대문구
233,경동시장,서울특별시 동대문구 고산자로36길 3,37.5792013,127.0391628,서울특별시 ,동대문구
234,석곡전통시장,전라남도 곡성군 석곡면 석곡리 204,35.1305627,127.2540166,전라남도 ,곡성군
235,옥과전통시장,전라남도 곡성군 옥과면 리문8길 14,35.275862,127.1378837,전라남도 ,곡성군
236,곡성기차마을 전통시장,전라남도 곡성군 곡성읍 곡성로 856,35.2795011,127.2984568,전라남도 ,곡성군
237,용산종합큰시장,대구광역시 달서구 달구벌대로301길 187-11,35.85805214,128.5311806,대구광역시 ,달서구
238,대구예전우시장,대구광역시 달서구 야외음악당로47길 111,35.85853335,128.5620306,대구광역시 ,달서구
239,월배신시장,대구광역시 달서구 월배로28안길 54,35.81325654,128.527872,대구광역시 ,달서구
240,신내당시장 상점가,대구광역시 달서구 달구벌대로 1726-16,35.85579822,128.5545822,대구광역시 ,달서구
241,성서아울렛타운,대구광역시 달서구 달서대로 431,35.83778883,128.491373,대구광역시 ,달서구
242,월성청구,대구광역시 달서구 학산로 17,35.82752447,128.5311042,대구광역시 ,달서구
243,달서송림,대구광역시 달서구 구마로 176,35.83685349,128.547078,대구광역시 ,달서구
244,성서보성화성상가,대구광역시 달서구 계대동문로 99,35.85566336,128.5041165,대구광역시 ,달서구
245,보성은하상가,대구광역시 달서구 월곡로 320,35.82358041,128.5342992,대구광역시 ,달서구
246,상인영남화성상가,대구광역시 달서구 상인서로 76,35.81651286,128.5425779,대구광역시 ,달서구
247,두류신시장,대구광역시 달서구 당산동길 27,35.84527578,128.5462282,대구광역시 ,달서구
248,두류젊음의 광장,대구광역시 달서구 달구벌대로344길 1,35.85601755,128.5537823,대구광역시 ,달서구
249,화원공설시장,대구광역시 달성군 화원읍 인흥길 33-4,35.80113552,128.4991349,대구광역시 ,달성군
250,현풍공설시장,대구광역시 달성군 현풍면 현풍로6길 5,35.69476557,128.4422277,대구광역시 ,달성군
251,논공중앙시장,대구광역시 달성군 용호로2길 12,35.72860164,128.4455697,대구광역시 ,달성군
252,서문시장2지구 종합상가,대구광역시 중구 큰장로28길 25,35.87004395,128.5807934,대구광역시 ,중구
253,염매시장,대구광역시 중구 종로 8,35.86663397,128.5924507,대구광역시 ,중구
254,동국철물시장,대구광역시 중구 북성로 45,35.87393343,128.5872117,대구광역시 ,중구
255,교동시장,대구광역시 중구 교동2길 11,35.87372488,128.598395,대구광역시 ,중구
256,중앙시장,대구광역시 중구 경상감영길 101,35.8723631,128.5931135,대구광역시 ,중구
257,서문시장제1지구직물시장,대구광역시 중구 큰장로28길 10,35.86939963,128.5798363,대구광역시 ,중구
258,서문시장제1지구포목시장,대구광역시 중구 큰장로28길 10,35.86939963,128.5798363,대구광역시 ,중구
259,서문시장제4지구시장,대구광역시 중구 큰장로28길 10,35.86939963,128.5798363,대구광역시 ,중구
260,동부시장,대구광역시 중구 국채보상로 749,35.8688327,128.6122775,대구광역시 ,중구
261,남문시장,대구광역시 중구 중앙대로 307-22,35.8612209,128.5910813,대구광역시 ,중구
262,동산상가,대구광역시 중구 큰장로28길 65,35.86939392,128.580686,대구광역시 ,중구
263,서문시장제5지구시장,대구광역시 중구 큰장로28길 6,35.86978597,128.5796935,대구광역시 ,중구
264,프리몰,대구광역시 중구 국채보상로 지하 580,35.87085185,128.5951962,대구광역시 ,중구
265,대신지하상가,대구광역시 중구 국채보상로 470,35.86925488,128.5822641,대구광역시 ,중구
266,번개시장,대구광역시 중구 태평로 177-3,35.87508721,128.5981284,대구광역시 ,중구
267,보성황실시장,대구광역시 중구 남산로13길 17,35.86094192,128.5805164,대구광역시 ,중구
